"","age","education","evac_orders","evacuation","gender","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_6","Q10","Q11","Q12a_1","Q12b_1","Q13a_1","Q13b_1","Q14_1","Q14_10","Q14_11","Q14_12","Q14_13","Q14_14","Q14_15","Q14_16","Q14_17","Q14_18","Q14_19","Q14_2","Q14_20","Q14_21","Q14_22","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q16","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q18_1","Q18_10","Q18_11","Q18_12","Q18_13","Q18_14","Q18_15","Q18_16","Q18_17","Q18_18","Q18_19","Q18_2","Q18_20","Q18_21","Q18_22","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q19","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27_1","Q27_2","Q27_3","Q27_4","Q28_1","Q28_2","Q29","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q30","Q31","Q32_1","Q32_2","Q33","Q34","Q35_1","Q35_2","Q35_3","Q36","Q37","Q38","Q39","Q4_1","Q4_10","Q4_11","Q4_12","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q40","Q41","Q5","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q7_7","Q8","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","risk_area"
"36",73,21,"mandatory","no","male",3,2,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,5,5,5,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,1,1,3,5,1,1,3,1,"73",1,"","","2",5,6,1,1,1,1,2,3,1,1,2,4,1,2,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"37",72,21,"mandatory","yes","male",1,1,1,5,1,1,1,NA,5,4,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,1,1,1,"2","0",NA,"Laredo TX",2,2,1,1,1,1,1,1,1,2,4,4,2,2,3,2,4,5,1,1,3,3,"72",1,"0","0","2",5,8,1,1,1,1,1,2,1,4,3,4,2,1,1,1,2,4,2,1,1,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"38",46,12,"mandatory","yes","male",1,2,2,1,1,5,1,NA,5,19,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,5,5,"1","",NA,"San Antonio",1,2,1,1,1,1,1,2,1,2,5,5,5,5,5,5,5,5,1,3,3,3,"46",2,"","1","",2,3,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,6,1,6,5,6,1,2,1,1,1,0,1,0,0,0,"yes"
"39",62,16,"mandatory","yes","female",1,1,1,1,3,3,1,NA,4,14,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",3,1,1,1,3,"1","0",NA,"San Antonio",2,1,1,1,1,0,0,1,1,2,5,5,5,3,5,3,3,3,1,3,2,2,"62",3,"","1","",3,1,2,1,5,5,3,5,5,5,5,1,1,5,5,5,2,5,2,2,2,2,6,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"40",43,16,"mandatory","yes","female",2,3,3,4,4,1,1,NA,2,12,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",1,1,1,1,1,"2","0",NA,"Kerrville",2,1,1,1,1,0,1,1,1,2,5,5,1,1,3,4,1,5,1,1,3,2,"43",2,"1","1","",3,2,2,1,1,1,2,5,1,3,4,5,3,3,3,5,2,4,2,2,6,6,6,4,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"41",62,16,"mandatory","yes","female",2,5,5,4,5,5,1,NA,4,12,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,4,5,5,5,"1","0",NA,"Galveston",2,1,1,1,1,0,0,1,2,2,5,5,3,3,5,5,5,5,1,1,3,3,"62",4,"","1","",3,2,2,1,5,1,1,1,5,5,5,1,1,1,1,1,2,4,2,1,1,1,4,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"42",67,16,"mandatory","yes","female",1,4,5,1,1,5,1,NA,4,19,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1,NA,3,4,"3","1",NA,"Victoria",2,NA,1,1,1,0,0,1,2,2,4,5,3,1,3,2,3,5,1,1,3,2,"67",3,"","1","",3,4,2,1,5,1,NA,4,5,4,4,5,5,2,5,1,2,5,2,1,1,6,6,6,6,6,2,0,0,0,0,0,1,0,1,"yes"
"43",28,21,"mandatory","yes","female",1,4,4,4,4,4,1,NA,4,23,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,5,5,5,5,"2","1",NA,"La Vernia, TX",2,1,1,1,0,0,0,1,1,2,2,2,1,1,5,5,1,5,1,1,3,1,"28",1,"","2","",5,8,2,1,5,1,1,1,5,1,5,3,3,1,5,1,2,4,2,1,1,6,6,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"44",72,12,"mandatory","yes","female",2,5,5,2,1,5,1,NA,4,12,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,1,1,5,5,"1","0",1,"San Antonio",2,1,1,1,0,0,0,1,1,2,5,5,4,3,5,5,5,5,1,3,2,NA,"72",4,"","","",2,1,2,1,5,2,4,5,5,5,5,3,5,4,5,5,1,4,2,1,1,6,5,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"45",42,18,"mandatory","no","female",1,5,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,1,1,3,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,1,3,2,1,5,1,1,3,3,"42",3,"2","","",4,4,2,3,2,2,5,5,2,3,2,5,5,1,5,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"46",64,16,"voluntary","yes","female",1,4,3,2,1,2,1,NA,5,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,5,5,5,5,"3","0",NA,"Mathis, Tx.",2,1,2,NA,NA,NA,NA,1,1,2,2,2,3,3,3,3,4,4,1,2,3,2,"64",3,"","1","1",3,8,2,1,2,2,3,3,2,4,5,5,2,1,2,2,2,4,2,5,5,2,6,5,6,1,2,1,1,1,0,0,0,0,0,"yes"
"47",63,18,"mandatory","yes","female",1,5,5,5,5,5,1,NA,5,8,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1,1,5,5,"4","0",NA,"San Antonio",2,1,1,1,1,0,1,1,1,2,3,5,3,1,5,5,5,5,1,2,3,3,"63",1,"","1","1",4,5,2,1,1,5,3,3,3,5,1,5,5,5,5,5,2,4,2,1,1,4,4,4,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"48",74,18,"mandatory","yes","male",2,3,3,4,1,3,0,2,6,9,6,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",3,1,1,2,2,"1","0",NA,"San Antonio, TX",2,2,1,1,1,1,0,1,1,2,5,5,3,1,4,4,3,5,1,1,3,2,"74",1,"","","1",4,4,1,1,3,1,4,4,4,5,5,2,1,5,5,1,2,4,2,2,2,2,6,6,5,6,2,1,1,1,0,1,1,0,0,"yes"
"49",74,18,"mandatory","yes","male",1,3,2,1,1,1,0,2,3,10,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",3,3,3,3,2,"2","0",NA,"Houston",2,1,1,1,1,0,0,1,1,2,5,3,5,1,4,5,1,5,1,1,3,3,"74",1,"","","2",4,NA,1,1,1,1,2,3,1,4,4,1,1,1,1,1,2,5,2,1,1,2,3,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"50",79,16,"mandatory","no","male",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,3,3,3,3,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,1,1,1,5,5,1,1,3,2,"79",1,"","","2",3,7,1,1,5,1,1,1,5,5,5,5,5,5,5,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"51",81,12,"mandatory","yes","male",NA,5,5,5,4,3,1,NA,NA,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,NA,NA,4,4,"2","",NA,"Mission, TX",2,1,1,NA,NA,NA,NA,1,1,2,5,5,5,NA,5,5,NA,5,1,3,3,3,"81",1,"","","2",2,1,1,1,1,NA,NA,5,4,4,5,5,5,5,5,5,NA,5,2,NA,NA,3,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"52",58,18,"mandatory","yes","female",2,3,4,1,1,1,0,2,5,5,5,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1,2,5,1,"2","0",NA,"San Antonio",2,2,1,1,1,1,0,1,1,2,2,2,2,1,2,3,1,3,2,1,3,3,"58",2,"","6","",4,7,2,1,5,1,1,1,3,5,5,5,1,2,2,1,2,4,2,1,1,2,6,6,6,1,2,1,0,1,0,0,1,0,0,"yes"
"53",77,16,"mandatory","yes","female",2,4,4,2,1,5,0,3,2,12,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,1,1,1,5,"1","0",NA,"Frederickburg - Then Raymondville",2,2,1,1,1,1,1,1,1,2,5,5,1,1,5,3,3,5,1,2,2,1,"77",4,"","","1",3,NA,2,NA,5,1,4,4,5,5,5,1,3,5,5,1,NA,4,2,NA,NA,NA,3,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"54",46,18,"mandatory","yes","female",3,3,1,3,3,2,1,NA,NA,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,4,3,5,3,"2","0",NA,"Bryan, Texas",2,1,1,1,1,0,1,1,1,2,5,5,2,3,5,4,5,5,1,3,3,2,"46",1,"2","2","",4,4,2,1,3,4,4,4,4,5,5,4,4,4,3,4,2,4,2,1,1,6,6,5,6,NA,2,0,0,1,1,1,0,0,0,"yes"
"55",65,16,"mandatory","no","female",1,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,1,1,3,3,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,2,3,2,2,5,1,1,3,3,"65",1,"2","","",3,4,2,1,1,2,3,5,3,3,3,1,1,3,3,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"56",72,21,"mandatory","yes","female",4,5,5,5,3,5,1,NA,4,16,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One",5,5,5,5,5,"Four","None",NA,"Bastrop, TX",1,4,1,1,1,0,0,1,1,2,4,2,2,4,5,3,1,5,1,1,3,3,"72",1,"","","2",5,7,2,1,1,1,4,5,2,2,5,4,5,1,5,1,2,4,2,1,1,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"57",60,18,"mandatory","yes","male",NA,5,4,NA,NA,4,1,NA,4,12,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,4,2,4,5,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,"2",5,3,3,5,2,"4","1",NA,"Uvalde",3,1,1,1,1,0,1,2,2,2,4,4,3,1,5,5,5,5,1,1,3,3,"60",1,"","4","",4,8,1,1,2,2,4,4,3,3,3,4,3,4,4,4,2,5,2,1,1,6,6,6,6,6,2,1,1,1,1,1,1,1,1,"yes"
"58",76,21,"mandatory","yes","female",3,4,3,3,1,3,1,NA,4,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2,2,2,4,5,"1","2",NA,"Mathis",1,4,1,0,1,1,0,2,1,2,2,2,2,2,2,2,2,5,2,3,3,NA,"76",1,"","","2",5,8,2,1,4,4,2,5,4,5,5,4,5,2,3,3,2,5,2,NA,2,1,2,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"59",78,16,"mandatory","yes","male",1,3,3,1,1,2,1,NA,4,15,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4,4,4,4,3,"1","0",NA,"San Antonio",2,1,1,1,0,0,0,1,1,2,1,1,1,1,5,3,3,5,1,3,3,2,"78",4,"","","1",3,4,1,1,4,1,1,1,3,5,2,5,1,1,1,1,2,5,2,1,1,1,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"60",59,12,"mandatory","yes","female",1,4,5,1,1,3,1,NA,4,23,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1,2,4,5,"4","0",NA,"Alice",3,2,1,1,1,1,1,1,1,1,2,1,2,1,3,1,3,5,1,1,3,3,"59",1,"1","4","",2,3,2,1,5,4,2,4,5,5,5,2,4,2,2,5,2,4,2,4,2,2,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"61",49,18,"mandatory","yes","female",2,1,1,2,2,2,1,NA,5,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",5,5,5,5,5,"4","0",NA,"Palestine, TX",2,1,1,1,1,1,1,1,2,2,5,5,2,1,4,2,4,5,1,1,2,1,"49",1,"2","4","",4,7,2,1,1,1,1,1,1,3,3,5,1,1,1,2,2,5,2,1,1,6,6,6,6,6,2,1,1,1,0,0,1,1,1,"yes"
"62",67,21,"mandatory","yes","male",2,2,3,3,1,2,1,NA,4,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",3,2,2,2,1,"2","0",NA,"Grapevine, TX, but not at son's home; stayed at Hilton Inn in Grapevine for 4 nights",3,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,3,1,"67",1,"0","0","2",5,NA,1,1,1,1,1,1,1,2,5,5,1,1,3,1,2,4,2,1,1,6,5,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"63",79,18,"mandatory","yes","male",1,4,4,4,2,2,1,NA,5,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,5,5,"3","0",NA,"San Antonio",2,1,1,1,1,1,1,1,1,2,3,5,1,1,4,3,1,5,1,1,1,1,"79",1,"","1","2",4,4,1,1,3,1,2,4,3,3,4,5,4,2,5,2,2,4,2,1,1,1,6,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"64",64,12,"mandatory","yes","female",NA,4,NA,NA,NA,NA,1,NA,4,14,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4,NA,NA,NA,NA,"2","1",NA,"Victoria",1,1,1,NA,NA,NA,NA,1,1,2,2,2,NA,NA,NA,NA,NA,2,1,1,2,2,"64",1,"","1","1",2,6,2,1,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,2,4,2,NA,NA,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"65",57,16,"mandatory","yes","female",2,2,2,2,2,2,1,NA,4,19,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2,2,2,2,2,"2","0",1,"San Marcos, TX",2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,"57",3,"2","2","",3,3,2,1,5,5,5,5,5,2,1,1,1,5,5,5,2,4,2,1,1,4,2,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"66",70,16,"mandatory","yes","female",3,3,4,NA,NA,NA,1,NA,5,17,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,5,5,3,5,"2","",NA,"San Antonio, TX",2,1,1,1,1,0,0,1,2,2,5,5,1,1,NA,5,1,5,1,3,3,1,"70",4,"","","1",3,2,2,1,3,1,4,4,3,4,5,5,5,4,5,5,2,4,2,1,1,6,6,6,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"67",70,16,"mandatory","no","male",1,4,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,5,4,5,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,1,1,1,1,5,1,1,3,1,"70",1,"","","2",3,2,1,1,1,1,5,5,1,1,5,5,1,1,5,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"68",85,21,"mandatory","no","male",1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,1,2,5,1,1,NA,NA,"85",1,"","","2",5,4,1,1,3,1,1,1,2,5,4,5,4,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"69",76,21,"mandatory","yes","female",2,4,4,4,1,2,1,NA,3,19,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5,3,3,4,4,"2","0",NA,"Bandera, TX",2,1,1,1,0,1,NA,1,1,2,5,5,4,4,4,5,1,5,1,2,3,2,"76",4,"","","2",5,2,2,1,4,1,3,4,4,5,5,5,2,3,5,5,2,4,2,1,1,3,6,6,6,4,2,1,0,0,0,1,0,0,0,"yes"
"70",63,12,"mandatory","yes","male",NA,4,4,NA,NA,2,1,NA,4,17,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,3,3,5,2,"3","0",NA,"Bulverde",2,1,1,1,1,0,0,1,2,2,3,5,3,2,4,4,3,5,2,1,3,1,"63",1,"","2","",2,7,1,1,1,1,1,2,4,4,5,2,1,3,3,1,2,5,2,1,1,2,3,6,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"71",60,18,"mandatory","yes","male",1,5,5,5,5,5,0,2,5,10,5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",5,5,NA,5,5,"2","0",NA,"San Antonio",2,1,1,1,1,0,0,1,1,2,2,4,1,1,4,2,4,5,1,1,3,1,"60",3,"1","2","",4,8,1,1,1,1,1,5,3,1,1,1,4,4,1,4,2,4,2,1,1,1,3,6,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
